4.000000000000000000e+00,8.228021860122680664e-01,9.016250371932983398e-01,7.976680397987365723e-01
4.000000000000000000e+00,1.144315600395202637e+00,1.190655469894409180e+00,8.422451019287109375e-01
4.000000000000000000e+00,7.679805159568786621e-01,9.405837655067443848e-01,7.335529327392578125e-01
4.000000000000000000e+00,8.645724654197692871e-01,9.920110106468200684e-01,9.159132242202758789e-01
4.000000000000000000e+00,1.111585378646850586e+00,1.174002408981323242e+00,9.751394391059875488e-01
4.000000000000000000e+00,7.449578046798706055e-01,1.009839057922363281e+00,7.703167200088500977e-01
4.000000000000000000e+00,8.164558410644531250e-01,8.664342761039733887e-01,7.202318310737609863e-01
4.000000000000000000e+00,1.173141002655029297e+00,1.189847946166992188e+00,9.251079559326171875e-01
4.000000000000000000e+00,9.758437871932983398e-01,9.930966496467590332e-01,7.126426696777343750e-01
4.000000000000000000e+00,1.105461239814758301e+00,1.149751782417297363e+00,7.664227485656738281e-01
4.000000000000000000e+00,9.279282689094543457e-01,9.942806959152221680e-01,8.075132369995117188e-01
4.000000000000000000e+00,1.081769466400146484e+00,1.167550444602966309e+00,7.977362871170043945e-01
4.000000000000000000e+00,1.153324961662292480e+00,1.124131917953491211e+00,8.431260585784912109e-01
4.000000000000000000e+00,1.151851892471313477e+00,1.211319208145141602e+00,8.117790222167968750e-01
4.000000000000000000e+00,1.146961927413940430e+00,1.190936684608459473e+00,8.470416069030761719e-01
4.000000000000000000e+00,1.023494601249694824e+00,1.098555207252502441e+00,8.374251127243041992e-01
4.000000000000000000e+00,1.001923084259033203e+00,1.067830324172973633e+00,9.655579924583435059e-01
4.000000000000000000e+00,1.181252002716064453e+00,1.198944211006164551e+00,8.842401504516601562e-01
4.000000000000000000e+00,7.613980174064636230e-01,9.399639368057250977e-01,7.239407300949096680e-01
4.000000000000000000e+00,1.091180920600891113e+00,1.149757504463195801e+00,8.446487784385681152e-01
4.000000000000000000e+00,8.354588150978088379e-01,1.026037812232971191e+00,7.161542177200317383e-01
4.000000000000000000e+00,9.779888987541198730e-01,1.039052486419677734e+00,7.985921502113342285e-01
4.000000000000000000e+00,7.712391614913940430e-01,9.056698679924011230e-01,7.119694352149963379e-01
4.000000000000000000e+00,9.223020076751708984e-01,1.029651165008544922e+00,7.503889799118041992e-01
4.000000000000000000e+00,1.086134791374206543e+00,1.138712048530578613e+00,8.101365566253662109e-01
4.000000000000000000e+00,1.089657425880432129e+00,1.134768247604370117e+00,8.507769107818603516e-01
4.000000000000000000e+00,9.084894061088562012e-01,1.158848285675048828e+00,7.833021283149719238e-01
4.000000000000000000e+00,9.890156984329223633e-01,1.036077737808227539e+00,7.851624488830566406e-01
4.000000000000000000e+00,1.089176535606384277e+00,1.128266930580139160e+00,8.487630486488342285e-01
4.000000000000000000e+00,9.737125635147094727e-01,1.068962812423706055e+00,8.831685781478881836e-01
4.000000000000000000e+00,7.910513877868652344e-01,8.768807053565979004e-01,7.075366973876953125e-01
4.000000000000000000e+00,1.087780237197875977e+00,1.137801885604858398e+00,8.065996766090393066e-01
4.000000000000000000e+00,9.782212376594543457e-01,1.005548715591430664e+00,6.817218065261840820e-01
4.000000000000000000e+00,1.078147053718566895e+00,1.139638662338256836e+00,7.628427743911743164e-01
